census_year,small_area_guid,small_area_code,small_area_geogid,county_code,county_name,electoral_division_guid,electoral_division_code,electoral_division_name,local_electoral_area_code,nuts1_code,nuts1_name,nuts2_code,nuts2_name,nuts3_code,nuts3_name,urban_area_flag,urban_area_name
2022,4c07d11e-2251-851d-e053-ca3ca8c0ca7f,257048033,A257048033,15,WICKLOW,2ae19629-1e61-13a3-e055-000000000001,257048,KILCOOLE,GREYSTONES,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Kilcoole
2022,4c07d11d-fcba-851d-e053-ca3ca8c0ca7f,047137002,A047137002,18,CORK,2ae19629-1f08-13a3-e055-000000000001,047137,DROMDALEAGUE SOUTH,BANTRY-WEST CORK,IE0,Ireland,IE05,Southern,IE053,South-West,1,Drimoleague
2022,4c07d11e-01f4-851d-e053-ca3ca8c0ca7f,077054007,A077054007,19,KERRY,2ae19629-23a2-13a3-e055-000000000001,077054,COOM,CASTLEISLAND,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-16e4-851d-e053-ca3ca8c0ca7f,047245004/02,A047245004/02,18,CORK,2ae19629-2188-13a3-e055-000000000001,047245,MALLOW RURAL,MALLOW,IE0,Ireland,IE05,Southern,IE053,South-West,1,Mallow
2022,4c07d11e-027f-851d-e053-ca3ca8c0ca7f,147003002,A147003002,10,LOUTH,2ae19629-1950-13a3-e055-000000000001,147003,BALLYMASCANLAN,DUNDALK-CARLINGFORD,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-19bb-851d-e053-ca3ca8c0ca7f,037009017,A037009017,16,CLARE,2ae19629-1fd0-13a3-e055-000000000001,037009,BALLYGLASS,SHANNON,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Limerick city and suburbs
2022,4c07d11e-2b3c-851d-e053-ca3ca8c0ca7f,267103010,A267103010,03,SOUTH DUBLIN,2ae19629-1dde-13a3-e055-000000000001,267103,LUCAN-St. HELENS,LUCAN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-396e-851d-e053-ca3ca8c0ca7f,147016004,A147016004,10,LOUTH,2ae19629-18d6-13a3-e055-000000000001,147016,DROMISKIN,DUNDALK SOUTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Dromiskin
2022,4c07d11e-14c6-851d-e053-ca3ca8c0ca7f,247076003,A247076003,14,WEXFORD,2ae19629-1e74-13a3-e055-000000000001,247076,KILMORE,ROSSLARE,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-37ee-851d-e053-ca3ca8c0ca7f,268017013,A268017013,02,DUBLIN CITY,2ae19629-1d0d-13a3-e055-000000000001,268017,BALLYMUN C,BALLYMUN-FINGLAS,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-174f-851d-e053-ca3ca8c0ca7f,047277020,A047277020,17,CORK CITY,2ae19779-1f5b-13a3-e055-600000000001,4727719,RATHCOONEY,CORK CITY NORTH EAST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11e-2100-851d-e053-ca3ca8c0ca7f,268094013,A268094013,02,DUBLIN CITY,2ae19629-1d9d-13a3-e055-000000000001,268094,KIMMAGE E,KIMMAGE-RATHMINES,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-31bf-851d-e053-ca3ca8c0ca7f,267115004,A267115004,03,SOUTH DUBLIN,2ae19629-1e02-13a3-e055-000000000001,267115,RATHFARNHAM-HERMITAGE,RATHFARNHAM-TEMPLEOGUE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-ffea-851d-e053-ca3ca8c0ca7f,177055001,A177055001,34,MONAGHAN,2ae19629-1a8d-13a3-e055-000000000001,177055,LARAGH,BALLYBAY-CLONES,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-2489-851d-e053-ca3ca8c0ca7f,048046004,A048046004,17,CORK CITY,2ae19629-2191-13a3-e055-000000000001,048046,MAYFIELD,CORK CITY NORTH EAST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11e-0242-851d-e053-ca3ca8c0ca7f,147031004,A147031004,10,LOUTH,2ae19629-1913-13a3-e055-000000000001,147031,MULLARY,ARDEE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-1489-851d-e053-ca3ca8c0ca7f,067047004,A067047004,27,GALWAY,2ae19629-20cb-13a3-e055-000000000001,067047,CARNMORE,ATHENRY-ORANMORE,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Baile Chláir
2022,4c07d11d-f78d-851d-e053-ca3ca8c0ca7f,077033003,A077033003,19,KERRY,2ae19629-2337-13a3-e055-000000000001,077033,BREWSTERFIELD,KILLARNEY,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-2ac0-851d-e053-ca3ca8c0ca7f,268158016/01,A268158016/01,02,DUBLIN CITY,2ae19629-1e0a-13a3-e055-000000000001,268158,WHITEHALL B,ARTANE-WHITEHALL,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-34c3-851d-e053-ca3ca8c0ca7f,268055003,A268055003,02,DUBLIN CITY,2ae19629-1d62-13a3-e055-000000000001,268055,CRUMLIN E,BALLYFERMOT-DRIMNAGH,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-068d-851d-e053-ca3ca8c0ca7f,147030002,A147030002,10,LOUTH,2ae19629-1912-13a3-e055-000000000001,147030,MONASTERBOICE,DROGHEDA RURAL,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-10ef-851d-e053-ca3ca8c0ca7f,247114002,A247114002,14,WEXFORD,2ae19629-1e3c-13a3-e055-000000000001,247114,TOMBRACK,ENNISCORTHY,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-0037-851d-e053-ca3ca8c0ca7f,127026037,A127026037,21,LIMERICK,2ae19629-1770-13a3-e055-000000000001,127026,BALLYSIMON,LIMERICK CITY EAST,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Limerick city and suburbs
2022,4c07d11e-1346-851d-e053-ca3ca8c0ca7f,107072005,A107072005,08,LAOIS,2ae19629-16ee-13a3-e055-000000000001,107072,MOUNTMELLICK URBAN,BORRIS-IN-OSSORY-MOUNTMELLICK,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,1,Mountmellick
2022,4c07d11e-158e-851d-e053-ca3ca8c0ca7f,167070006,A167070006,11,MEATH,2ae19629-18a8-13a3-e055-000000000001,167070,OLDCASTLE,KELLS,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Oldcastle
2022,4c07d11e-07c8-851d-e053-ca3ca8c0ca7f,047315001,A047315001,18,CORK,2ae19629-2124-13a3-e055-000000000001,047315,ULLANES,MACROOM,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-1fc9-851d-e053-ca3ca8c0ca7f,087069050,A087069050,06,KILDARE,2ae19629-224e-13a3-e055-000000000001,087069,MORRISTOWNBILLER,NEWBRIDGE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Newbridge
2022,4c07d11d-fc6a-851d-e053-ca3ca8c0ca7f,077005001,A077005001,19,KERRY,2ae19629-2392-13a3-e055-000000000001,077005,ARDAGH,LISTOWEL,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-3298-851d-e053-ca3ca8c0ca7f,267053025,A267053025,03,SOUTH DUBLIN,2ae19629-1d02-13a3-e055-000000000001,267053,CLONDALKIN VILLAGE,CLONDALKIN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0420-851d-e053-ca3ca8c0ca7f,067075003,A067075003,27,GALWAY,2ae19629-22f2-13a3-e055-000000000001,067075,CUMMER,TUAM,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Corrofin
2022,4c07d11e-04f2-851d-e053-ca3ca8c0ca7f,267132037,A267132037,04,FINGAL,2ae19629-1ca8-13a3-e055-000000000001,267132,SWORDS-FORREST,SWORDS,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Swords
2022,4c07d11e-31c2-851d-e053-ca3ca8c0ca7f,268038005,A268038005,02,DUBLIN CITY,2ae19629-1d30-13a3-e055-000000000001,268038,CHERRY ORCHARD A,BALLYFERMOT-DRIMNAGH,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-00c1-851d-e053-ca3ca8c0ca7f,157094003,A157094003,29,MAYO,2ae19629-1930-13a3-e055-000000000001,157094,KILGARVAN,BALLINA,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-157f-851d-e053-ca3ca8c0ca7f,197097006,A197097006,30,ROSCOMMON,2ae19629-19d4-13a3-e055-000000000001,197097,ROSCOMMON RURAL,ROSCOMMON,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Roscommon
2022,4c07d11e-26fa-851d-e053-ca3ca8c0ca7f,268072001,A268072001,02,DUBLIN CITY,2ae19629-1d80-13a3-e055-000000000001,268072,GRANGE B,DONAGHMEDE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-fd0d-851d-e053-ca3ca8c0ca7f,237028001,A237028001,13,WESTMEATH,2ae19629-1b58-13a3-e055-000000000001,237028,CLONARNEY,KINNEGAD,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
2022,4c07d11e-0b61-851d-e053-ca3ca8c0ca7f,207002001,A207002001,31,SLIGO,2ae19629-1a07-13a3-e055-000000000001,207002,ACHONRY WEST,BALLYMOTE-TOBERCURRY,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Charlestown-Bellahy
2022,4c07d11e-193b-851d-e053-ca3ca8c0ca7f,147025010,A147025010,10,LOUTH,2ae19629-18f9-13a3-e055-000000000001,147025,HAGGARDSTOWN,DUNDALK SOUTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Dundalk
2022,4c07d11e-2593-851d-e053-ca3ca8c0ca7f,267089002,A267089002,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1d7b-13a3-e055-000000000001,267089,FOXROCK-DEANSGRANGE,BLACKROCK,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0661-851d-e053-ca3ca8c0ca7f,037099013,A037099013,16,CLARE,2ae19629-1ff4-13a3-e055-000000000001,037099,KILRUSH URBAN,KILRUSH,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Kilrush
2022,4c07d11e-2bd1-851d-e053-ca3ca8c0ca7f,147019056,A147019056,10,LOUTH,f0b72184-af6a-4a08-9f38-8033428dfcf7,147019,DUNDALK RURAL (NORTH),DUNDALK-CARLINGFORD,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Dundalk
2022,4c07d11e-0608-851d-e053-ca3ca8c0ca7f,167025001/02,A167025001/02,11,MEATH,2ae19629-186e-13a3-e055-000000000001,167025,DONAGHMORE,ASHBOURNE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11d-f637-851d-e053-ca3ca8c0ca7f,037150001,A037150001,16,CLARE,2ae19629-2027-13a3-e055-000000000001,037150,TULLA,KILLALOE,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-10c9-851d-e053-ca3ca8c0ca7f,047201001,A047201001,18,CORK,2ae19629-219d-13a3-e055-000000000001,047201,KILLATHY,FERMOY,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-3906-851d-e053-ca3ca8c0ca7f,268098004,A268098004,02,DUBLIN CITY,2ae19629-1da1-13a3-e055-000000000001,268098,MERCHANTS QUAY A,SOUTH WEST INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-3ac0-851d-e053-ca3ca8c0ca7f,207082009,A207082009,31,SLIGO,2ae19629-19fc-13a3-e055-000000000001,207082,SLIGO EAST,SLIGO-STRANDHILL,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Sligo
2022,4c07d11e-2d53-851d-e053-ca3ca8c0ca7f,267033005,A267033005,04,FINGAL,2ae19629-1cde-13a3-e055-000000000001,267033,BLANCHARDSTOWN-ROSELAWN,CASTLEKNOCK,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-3110-851d-e053-ca3ca8c0ca7f,267100079,A267100079,03,SOUTH DUBLIN,2ae19629-1dc7-13a3-e055-000000000001,267100,LUCAN-ESKER,LUCAN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0e00-851d-e053-ca3ca8c0ca7f,107037001,A107037001,08,LAOIS,2ae19629-16b4-13a3-e055-000000000001,107037,CULLENAGH,PORTLAOISE,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
2022,4c07d11e-30dc-851d-e053-ca3ca8c0ca7f,268100005,A268100005,02,DUBLIN CITY,2ae19629-1da3-13a3-e055-000000000001,268100,MERCHANTS QUAY C,SOUTH WEST INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-27b4-851d-e053-ca3ca8c0ca7f,027004006,A027004006,32,CAVAN,2ae19629-1c98-13a3-e055-000000000001,027004,BAILIEBOROUGH,BAILIEBOROUGH-COOTEHILL,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Bailieborough
2022,4c07d11e-0554-851d-e053-ca3ca8c0ca7f,177061002,A177061002,34,MONAGHAN,2ae19629-1aac-13a3-e055-000000000001,177061,NEWBLISS,BALLYBAY-CLONES,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-3c27-851d-e053-ca3ca8c0ca7f,268108018/268108019,A268108018/A268108019,02,DUBLIN CITY,2ae19629-1db4-13a3-e055-000000000001,268108,NORTH DOCK B,NORTH INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-3472-851d-e053-ca3ca8c0ca7f,267092035,A267092035,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1d7e-13a3-e055-000000000001,267092,GLENCULLEN,GLENCULLEN-SANDYFORD,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-3844-851d-e053-ca3ca8c0ca7f,268143022,A268143022,02,DUBLIN CITY,2ae19629-1def-13a3-e055-000000000001,268143,SOUTH DOCK,SOUTH EAST INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-fe49-851d-e053-ca3ca8c0ca7f,127060003,A127060003,21,LIMERICK,2ae19629-1792-13a3-e055-000000000001,127060,DROMARD,ADARE-RATHKEALE,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-227f-851d-e053-ca3ca8c0ca7f,047258012,A047258012,18,CORK,2ae19629-21e1-13a3-e055-000000000001,047258,MITCHELSTOWN,FERMOY,IE0,Ireland,IE05,Southern,IE053,South-West,1,Mitchelstown
2022,4c07d11e-1962-851d-e053-ca3ca8c0ca7f,047033016,A047033016,18,CORK,2ae19629-1f50-13a3-e055-000000000001,047033,BALLYMODAN,BANDON-KINSALE,IE0,Ireland,IE05,Southern,IE053,South-West,1,Bandon
2022,4c07d11e-0ff3-851d-e053-ca3ca8c0ca7f,047115009,A047115009,18,CORK,2ae19629-1f5e-13a3-e055-000000000001,047115,CORKBEG,MIDLETON,IE0,Ireland,IE05,Southern,IE053,South-West,1,Aghada-Rostellan
2022,4c07d11d-f4ba-851d-e053-ca3ca8c0ca7f,217068001,A217068001,23,SOUTH TIPPERARY,2ae19629-1bfd-13a3-e055-000000000001,217068,DONOHILL,CASHEL-TIPPERARY,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-0f97-851d-e053-ca3ca8c0ca7f,097019003,A097019003,07,KILKENNY,2ae19629-23b9-13a3-e055-000000000001,097019,CALLAN RURAL,CALLAN-THOMASTOWN,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-3016-851d-e053-ca3ca8c0ca7f,067211022,A067211022,27,GALWAY,2ae19629-233e-13a3-e055-000000000001,067211,TUAM RURAL,TUAM,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Tuam
2022,4c07d11e-1189-851d-e053-ca3ca8c0ca7f,157121002,A157121002,29,MAYO,2ae19629-1845-13a3-e055-000000000001,157121,MUINGNABO,BELMULLET,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-327b-851d-e053-ca3ca8c0ca7f,087064036,A087064036,06,KILDARE,2ae19629-223e-13a3-e055-000000000001,087064,LEIXLIP,LEIXLIP,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Leixlip
2022,4c07d11e-14ae-851d-e053-ca3ca8c0ca7f,257067001,A257067001,15,WICKLOW,2ae19629-1eb6-13a3-e055-000000000001,257067,SHILLELAGH,BALTINGLASS,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Shillelagh
2022,4c07d11e-149d-851d-e053-ca3ca8c0ca7f,067185007,A067185007,27,GALWAY,2ae19629-22e0-13a3-e055-000000000001,067185,OUGHTERARD,CONAMARA NORTH,IE0,Ireland,IE04,Northern and Western,IE042,West,1,Oughterard
2022,4c07d11e-2885-851d-e053-ca3ca8c0ca7f,227090006,A227090006,25,WATERFORD,2ae19629-1b6f-13a3-e055-000000000001,227090,TRAMORE,TRAMORE-WATERFORD CITY WEST,IE0,Ireland,IE05,Southern,IE052,South-East,1,Tramore
2022,4c07d11e-3a4c-851d-e053-ca3ca8c0ca7f,147014015,A147014015,10,LOUTH,2ae19629-18c8-13a3-e055-000000000001,147014,FAIR GATE,DROGHEDA URBAN,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Drogheda
2022,4c07d11e-09a7-851d-e053-ca3ca8c0ca7f,057013002/057013005,A057013002/A057013005,33,DONEGAL,2ae19629-21e5-13a3-e055-000000000001,057013,BALLYSHANNON RURAL,DONEGAL,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
2022,4c07d11e-2b6d-851d-e053-ca3ca8c0ca7f,268096020,A268096020,02,DUBLIN CITY,2ae19629-1d9f-13a3-e055-000000000001,268096,MANSION HOUSE A,SOUTH EAST INNER CITY,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0bd9-851d-e053-ca3ca8c0ca7f,157116006,A157116006,29,MAYO,2ae19629-182d-13a3-e055-000000000001,157116,LOUISBURGH,WESTPORT,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-3586-851d-e053-ca3ca8c0ca7f,267158015,A267158015,04,FINGAL,2ae19629-1ce8-13a3-e055-000000000001,267158,THE WARD,BLANCHARDSTOWN-MULHUDDART,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-f5b9-851d-e053-ca3ca8c0ca7f,217101001,A217101001,22,NORTH TIPPERARY,2ae19629-1c8f-13a3-e055-000000000001,217101,KILLEA,ROSCREA-TEMPLEMORE,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,4c07d11e-1526-851d-e053-ca3ca8c0ca7f,047106002,A047106002,18,CORK,2ae19629-1f3f-13a3-e055-000000000001,047106,COBH RURAL,COBH,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-2b8b-851d-e053-ca3ca8c0ca7f,267069007,A267069007,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1d3c-13a3-e055-000000000001,267069,DUN LAOGHAIRE-GLENAGEARY,DÚN LAOGHAIRE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-ff3e-851d-e053-ca3ca8c0ca7f,127120003,A127120003,21,LIMERICK,2ae19629-17d0-13a3-e055-000000000001,127120,PATRICKSWELL,LIMERICK CITY WEST,IE0,Ireland,IE05,Southern,IE051,Mid-West,0,
2022,22dfa8a8-67bc-4d2b-981d-3d7b985003ec,267004011/03,A267004011/03,04,FINGAL,2ae19629-1ef2-13a3-e055-000000000001,267004,BALDOYLE,HOWTH-MALAHIDE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,0,
2022,f8009ad3-d250-4ffa-9fc0-dfefc0b426f2,057011006/01,A057011006/01,33,DONEGAL,2ae19629-21db-13a3-e055-000000000001,057011,BALLYMACOOL,LETTERKENNY,IE0,Ireland,IE04,Northern and Western,IE041,Border,1,Letterkenny
2022,4c07d11e-1870-851d-e053-ca3ca8c0ca7f,087052001,A087052001,06,KILDARE,2ae19629-2214-13a3-e055-000000000001,087052,KILL,NAAS,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Kill
2022,4c07d11e-20ac-851d-e053-ca3ca8c0ca7f,047064008/047064001,A047064008/A047064001,17,CORK CITY,2ae19629-1f5b-13a3-e055-200000000001,4706419,CAHERLAG,CORK CITY NORTH EAST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11e-2567-851d-e053-ca3ca8c0ca7f,048027002,A048027002,17,CORK CITY,2ae19629-2177-13a3-e055-000000000001,048027,GURRANEBRAHER D,CORK CITY NORTH WEST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,dc78775b-f8ca-4a25-a554-05c180e36d14,087056005/03,A087056005/03,06,KILDARE,2ae19629-2220-13a3-e055-000000000001,087056,KILMEAGE SOUTH,CLANE,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-18bd-851d-e053-ca3ca8c0ca7f,087066004,A087066004,06,KILDARE,2ae19629-2240-13a3-e055-000000000001,087066,MAYNOOTH,MAYNOOTH,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Maynooth
2022,4c07d11d-fc28-851d-e053-ca3ca8c0ca7f,137027001,A137027001,09,LONGFORD,2ae19629-18f5-13a3-e055-000000000001,137027,DRUMLISH,GRANARD,IE0,Ireland,IE06,Eastern and Midland,IE063,Midlands,0,
2022,4c07d11e-1626-851d-e053-ca3ca8c0ca7f,267127005,A267127005,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1ca3-13a3-e055-000000000001,267127,STILLORGAN-MERVILLE,STILLORGAN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-0ca7-851d-e053-ca3ca8c0ca7f,257005002,A257005002,15,WICKLOW,2ae19629-1e6a-13a3-e055-000000000001,257005,AUGHRIM,ARKLOW,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-236f-851d-e053-ca3ca8c0ca7f,167065035,A167065035,11,MEATH,2ae19629-1892-13a3-e055-000000000001,167065,NAVAN RURAL,NAVAN,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Navan
2022,4c07d11e-041b-851d-e053-ca3ca8c0ca7f,217176011,A217176011,23,SOUTH TIPPERARY,2ae19629-1c50-13a3-e055-000000000001,217176,CLONMEL EAST URBAN,CLONMEL,IE0,Ireland,IE05,Southern,IE051,Mid-West,1,Clonmel
2022,4c07d11e-3526-851d-e053-ca3ca8c0ca7f,267007004,A267007004,05,DUN LAOGHAIRE/RATHDOWN,2ae19629-1e24-13a3-e055-000000000001,267007,BALLINTEER-WOODPARK,GLENCULLEN-SANDYFORD,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11e-212d-851d-e053-ca3ca8c0ca7f,267150005,A267150005,03,SOUTH DUBLIN,2ae19629-1cd2-13a3-e055-000000000001,267150,TEMPLEOGUE-KIMMAGE MANOR,RATHFARNHAM-TEMPLEOGUE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-ff63-851d-e053-ca3ca8c0ca7f,157067002,A157067002,29,MAYO,2ae19629-1983-13a3-e055-000000000001,157067,CUILDOO,SWINFORD,IE0,Ireland,IE04,Northern and Western,IE042,West,0,
2022,4c07d11e-01e0-851d-e053-ca3ca8c0ca7f,047075002,A047075002,18,CORK,2ae19629-1f5a-13a3-e055-000000000001,047075,CARRIGNAVAR,COBH,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-1501-851d-e053-ca3ca8c0ca7f,047072002,A047072002,18,CORK,2ae19629-1f49-13a3-e055-000000000001,047072,CARRIGALINE,CARRIGALINE,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-3a59-851d-e053-ca3ca8c0ca7f,267123001,A267123001,04,FINGAL,2ae19629-1c9f-13a3-e055-000000000001,267123,SKERRIES,BALBRIGGAN,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Skerries
2022,74707167-17a5-4534-8420-ae8271e35fc3,048003004/02,A048003004/02,17,CORK CITY,2ae19629-214d-13a3-e055-000000000001,048003,BALLINLOUGH C,CORK CITY SOUTH EAST,IE0,Ireland,IE05,Southern,IE053,South-West,1,Cork city and suburbs
2022,4c07d11e-10de-851d-e053-ca3ca8c0ca7f,247067001,A247067001,14,WEXFORD,2ae19629-1e4e-13a3-e055-000000000001,247067,KILLANN,NEW ROSS,IE0,Ireland,IE05,Southern,IE052,South-East,0,
2022,4c07d11e-37e3-851d-e053-ca3ca8c0ca7f,267004026,A267004026,04,FINGAL,2ae19629-1ef2-13a3-e055-000000000001,267004,BALDOYLE,HOWTH-MALAHIDE,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,4c07d11d-f8fd-851d-e053-ca3ca8c0ca7f,047099001,A047099001,18,CORK,2ae19629-1f1e-13a3-e055-000000000001,047099,CLONFERT WEST,KANTURK,IE0,Ireland,IE05,Southern,IE053,South-West,0,
2022,4c07d11e-2929-851d-e053-ca3ca8c0ca7f,267041006,A267041006,04,FINGAL,2ae19629-1cf6-13a3-e055-000000000001,267041,CASTLEKNOCK-PARK,CASTLEKNOCK,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,85225b33-7ae7-478f-af81-b8486558f771,267158012/05,A267158012/05,04,FINGAL,2ae19629-1ce8-13a3-e055-000000000001,267158,THE WARD,BLANCHARDSTOWN-MULHUDDART,IE0,Ireland,IE06,Eastern and Midland,IE061,Dublin,1,Dublin city and suburbs
2022,900a45d3-2110-4760-b501-b53e0a033b8b,257036003/01,A257036003/01,15,WICKLOW,2ae19629-1e32-13a3-e055-000000000001,257036,ENNISKERRY,BRAY WEST,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,0,
2022,4c07d11e-2d92-851d-e053-ca3ca8c0ca7f,257016009,A257016009,15,WICKLOW,2ae19629-1e98-13a3-e055-000000000001,257016,BLESSINGTON,BALTINGLASS,IE0,Ireland,IE06,Eastern and Midland,IE062,Mid-East,1,Blessington
2022,4c07d11e-02e0-851d-e053-ca3ca8c0ca7f,057114011,A057114011,33,DONEGAL,2ae19629-2044-13a3-e055-000000000001,057114,MAGHERACLOGHER,GLENTIES,IE0,Ireland,IE04,Northern and Western,IE041,Border,0,
